#This is from Haehnelt 1998.
#Velocity width is third column, virial velocity 11th.
#Or in zero-based units: v90 = [:,2] vvir = [:,10]
#The other columns look like some sort of coordinate system.
 1 31  153.62    .33    .28    .29   -.96    .72    .42  25.33  93.54
 1 32   19.99    .34    .03    .03    .03    .86    .25  25.33  93.54
 1 33   24.10    .31    .03    .09    .09    .54    .13  25.33  93.54
 2  1   20.67    .03    .00    .00    .00    .85    .16   2.06  83.60
 2  2   45.46    .03    .15    .18    .18    .82    .27   2.06  83.60
 2  3   90.25    .03    .66    .82   -.88    .19    .32   2.06  83.60
 2  4   19.30    .02    .00    .07    .07    .93    .35   2.06  83.60
 2  5   54.43    .03    .42    .70   -.77    .31    .31   2.06  83.60
 2  6   22.73    .04    .03    .09    .09    .93    .35   2.06  83.60
 2  7   93.01    .03    .32    .87   -.85    .14    .24   2.06  83.60
 2  8   19.97    .00    .03    .03    .03    .98    .37   2.06  83.60
 2  9   24.12    .01    .14    .20    .20    .96    .14   2.06  83.60
 2 10   68.21    .03    .56    .78   -.82    .23    .25   2.06  83.60
 2 11  121.24    .01    .45    .89   -.53    .11    .31   2.06  83.60
 2 12   87.49    .03    .01    .02   -.84    .98    .38   2.06  83.60
 2 13   50.98    .03    .65    .65    .65    .32    .26   2.06  83.60
 2 14  121.93    .04    .53    .51   -.92    .48    .31   2.06  83.60
 2 15   33.75    .03    .10    .55   -.51    .45    .36   2.06  83.60
 2 16   97.14    .02    .72    .74    .74    .15    .18   2.06  83.60
 2 17   17.91    .03    .08    .08    .08    .89    .39   2.06  83.60
